Virus name,Pango lineage,Collection date,D614G,N501Y,A570D,P681H,T716I,S982A,D1118H,del69/70,del144
hCoV-19/USA/IL-CDC-LC0057747/2021,B.1.1.7,2021-05-02,True,True,False,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0057606/2021,B.1.1.7,2021-05-02,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0057657/2021,B.1.1.7,2021-05-02,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0057439/2021,B.1.1.7,2021-05-03,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0057663/2021,P.1.1,2021-05-03,True,True,False,False,True,True,True,False,False
hCoV-19/USA/IL-CDC-LC0057818/2021,B.1.2,2021-05-01,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0057788/2021,P.1,2021-05-03,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0057541/2021,P.1,2021-05-04,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0057456/2021,P.1,2021-05-04,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0057612/2021,B.1.1.7,2021-05-04,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0057671/2021,B.1.1.7,2021-05-04,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0057781/2021,B.1.1.7,2021-05-04,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0057445/2021,P.1,2021-05-04,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0057457/2021,B.1.1.7,2021-05-04,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0057438/2021,B.1.1.7,2021-05-04,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0057694/2021,B.1.1.7,2021-05-04,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0057803/2021,P.1,2021-05-04,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0057433/2021,P.1,2021-05-03,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0057522/2021,B.1.1.7,2021-05-03,True,True,True,True,False,False,True,True,True
hCoV-19/USA/IL-CDC-LC0057590/2021,B.1.1.7,2021-05-04,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0057604/2021,B.1.1.7,2021-05-04,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0057619/2021,B.1.1.7,2021-05-04,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0057611/2021,B.1.1.7,2021-05-03,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0057432/2021,B.1.1.7,2021-05-04,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0057633/2021,None,2021-05-04,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0057495/2021,P.1,2021-05-04,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0057754/2021,None,2021-05-04,True,True,False,False,True,True,True,False,False
hCoV-19/USA/IL-CDC-LC0058058/2021,B.1.1.7,2021-05-04,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0057836/2021,B.1.1.7,2021-05-04,True,True,True,True,True,True,True,False,True
hCoV-19/USA/IL-CDC-LC0058082/2021,B.1.526,2021-05-04,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0057868/2021,B.1.1.7,2021-05-04,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0058100/2021,B.1.1.7,2021-05-04,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0058105/2021,B.1.1.7,2021-05-04,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0058030/2021,P.1.1,2021-05-03,True,True,False,False,False,False,True,False,False
hCoV-19/USA/IL-CDC-LC0057973/2021,B.1.1.7,2021-05-03,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0058056/2021,B.1.1.7,2021-05-04,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0058048/2021,B.1.1.7,2021-05-04,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0058028/2021,P.1,2021-05-03,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0058530/2021,B.1.1.7,2021-05-05,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0058406/2021,P.1.1,2021-05-05,True,True,False,False,True,True,True,False,False
hCoV-19/USA/IL-CDC-LC0058642/2021,P.1,2021-05-05,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0058542/2021,B.1.575,2021-05-05,True,False,False,True,True,False,False,False,False
hCoV-19/USA/IL-CDC-LC0058708/2021,P.1,2021-05-05,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0058619/2021,P.1.1,2021-05-04,True,True,False,False,False,True,True,False,False
hCoV-19/USA/IL-CDC-LC0058441/2021,B.1.1.7,2021-05-05,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0058525/2021,B.1.1.7,2021-05-05,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0058443/2021,P.1,2021-05-06,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0058417/2021,B.1.1.7,2021-05-06,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0058653/2021,B.1.1.7,2021-05-05,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0058636/2021,B.1.1.7,2021-05-06,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0058579/2021,B.1.1.7,2021-05-06,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0058439/2021,B.1.1.7,2021-05-06,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0058679/2021,B.1.1.7,2021-05-06,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0058605/2021,B.1.1.7,2021-05-05,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0058462/2021,P.1,2021-05-06,True,True,False,False,False,True,False,False,False
hCoV-19/USA/IL-CDC-LC0058488/2021,B.1.1.7,2021-05-06,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0058667/2021,B.1.1.7,2021-05-06,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0058697/2021,B.1.1.7,2021-05-07,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0058404/2021,B.1.1.7,2021-05-07,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0058514/2021,B.1.526,2021-05-07,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0058471/2021,P.1,2021-05-07,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0058383/2021,P.1,2021-05-07,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0058391/2021,B.1.1.7,2021-05-07,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0058511/2021,B.1.1.7,2021-05-06,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0058532/2021,P.1,2021-05-07,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0058468/2021,P.1,2021-05-07,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0058643/2021,P.1,2021-05-07,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0058620/2021,B.1.1.7,2021-05-07,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0058421/2021,B.1.1.7,2021-05-07,True,True,False,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0058622/2021,B.1.1.7,2021-05-07,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0058415/2021,P.1,2021-05-07,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0058583/2021,B.1.1.7,2021-05-07,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0058516/2021,B.1.1.7,2021-05-07,True,True,True,True,True,True,True,True,False
hCoV-19/USA/IL-CDC-LC0058568/2021,B.1.1.7,2021-05-07,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0058550/2021,B.1.1.7,2021-05-06,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0058644/2021,B.1.1.7,2021-05-06,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0058717/2021,B.1.1.7,2021-05-06,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0058649/2021,B.1.1.7,2021-05-07,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0058520/2021,P.1,2021-05-07,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0058497/2021,P.1.1,2021-05-07,True,True,False,False,True,True,True,False,False
hCoV-19/USA/IL-CDC-LC0058681/2021,B.1.1.7,2021-05-07,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0058621/2021,B.1.1.7,2021-05-07,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0058566/2021,B.1.1.519,2021-05-07,True,False,False,True,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0058600/2021,B.1.1.7,2021-05-07,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0058561/2021,B.1.1.7,2021-05-08,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0058716/2021,B.1.1.7,2021-05-08,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0058671/2021,B.1.1.7,2021-05-08,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0058668/2021,P.1,2021-05-08,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0058573/2021,B.1.1.7,2021-05-08,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0058369/2021,B.1.1.7,2021-05-08,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0058592/2021,P.1,2021-05-08,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0058709/2021,B.1.1.7,2021-05-08,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0058652/2021,B.1.1.7,2021-05-08,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0058601/2021,B.1.1.7,2021-05-08,True,True,True,True,False,True,True,True,True
hCoV-19/USA/IL-CDC-LC0058869/2021,B.1.1.7,2021-05-03,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0058782/2021,B.1.1.7,2021-05-04,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0058802/2021,B.1.1.7,2021-05-04,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0059049/2021,B.1.1.7,2021-05-04,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0059177/2021,Q.3,2021-05-03,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0058965/2021,B.1.1.7,2021-05-04,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0059063/2021,B.1.1.7,2021-05-04,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0059045/2021,None,2021-05-05,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-LC0059122/2021,B.1.1.7,2021-05-05,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0058969/2021,B.1.1.7,2021-05-04,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0059302/2021,B.1.1.7,2021-05-06,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0059242/2021,B.1.1.7,2021-05-06,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0059264/2021,B.1.1.7,2021-05-07,True,True,True,True,False,True,True,True,True
hCoV-19/USA/IL-CDC-LC0059462/2021,B.1.1.7,2021-05-06,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0059455/2021,B.1.1.7,2021-05-06,True,True,False,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-LC0059407/2021,B.1.1.7,2021-05-06,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-ASC210037254/2021,P.1,2021-05-01,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210059881/2021,B.1.1.7,2021-05-05,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-ASC210057821/2021,B.1.1.7,2021-05-01,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-ASC210057839/2021,P.1,2021-05-03,True,True,False,False,False,False,False,False,True
hCoV-19/USA/IL-CDC-ASC210037340/2021,P.1,2021-05-01,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210058320/2021,P.1.3,2021-05-04,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS1586/2021,P.1,2021-05-01,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS1593/2021,B.1.1.7,2021-05-04,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-S21WGS1594/2021,B.1.1.7,2021-05-04,True,True,True,True,True,True,False,True,True
hCoV-19/USA/IL-S21WGS1595/2021,B.1.1.7,2021-05-04,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-S21WGS1717/2021,P.1,2021-05-10,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS1621/2021,P.1,2021-05-05,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS1622/2021,B.1.1.7,2021-05-05,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-S21WGS1623/2021,B.1.1.7,2021-05-04,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-S21WGS1626/2021,B.1.526,2021-05-05,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS1627/2021,B.1.526,2021-05-05,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS1631/2021,P.1,2021-05-05,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS1632/2021,P.1,2021-05-06,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS1634/2021,P.1,2021-05-05,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS1635/2021,P.1,2021-05-06,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS1637/2021,P.1,2021-05-06,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS1638/2021,P.1,2021-05-05,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS1639/2021,P.1,2021-05-05,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS1640/2021,P.1,2021-05-05,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS1641/2021,B.1.526,2021-05-05,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS1642/2021,B.1.1.7,2021-05-05,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-S21WGS1645/2021,P.1,2021-05-06,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS1648/2021,P.1,2021-05-03,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS1650/2021,B.1.1.7,2021-05-03,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-S21WGS1651/2021,P.1,2021-05-03,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS1652/2021,B.1.1.7,2021-05-01,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-S21WGS1655/2021,B.1.1.7,2021-05-03,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-S21WGS1656/2021,P.1,2021-05-05,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS1657/2021,B.1.1.7,2021-05-03,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-S21WGS1759/2021,B.1.1.7,2021-05-12,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-S21WGS1661/2021,P.1.3,2021-05-01,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS1663/2021,B.1.1.7,2021-05-05,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-S21WGS1763/2021,B.1.1.7,2021-05-13,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-S21WGS1667/2021,B.1.1.7,2021-05-05,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-S21WGS1668/2021,B.1.1.7,2021-05-06,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-S21WGS1669/2021,B.1.1.7,2021-05-04,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-S21WGS1670/2021,B.1.1.7,2021-05-06,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-S21WGS1671/2021,B.1.1.7,2021-05-06,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-S21WGS1673/2021,B.1.1.7,2021-05-04,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-S21WGS1675/2021,B.1.1.7,2021-05-06,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-S21WGS1677/2021,P.1,2021-05-07,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS1678/2021,B.1.1.7,2021-05-10,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-S21WGS1679/2021,B.1.1.7,2021-05-03,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-S21WGS1680/2021,B.1.1.7,2021-05-01,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-S21WGS1764/2021,P.1,2021-05-13,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS1683/2021,P.1,2021-05-04,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS1686/2021,P.1,2021-05-03,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS1687/2021,P.1,2021-05-01,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS1688/2021,Q.3,2021-05-03,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-S21WGS1689/2021,P.1,2021-05-01,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS1691/2021,P.1,2021-05-02,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS1692/2021,B.1.1.7,2021-05-05,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-S21WGS1695/2021,P.1,2021-05-02,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS1696/2021,B.1.1.7,2021-05-04,True,True,True,True,True,True,False,True,True
hCoV-19/USA/IL-S21WGS1699/2021,B.1.1.7,2021-05-02,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-S21WGS1700/2021,P.1,2021-05-03,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS1703/2021,P.1.3,2021-05-03,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS1705/2021,P.1,2021-05-03,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS1707/2021,P.1,2021-05-03,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS1718/2021,P.1,2021-05-10,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS1719/2021,P.1,2021-05-10,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS1720/2021,P.1,2021-05-10,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS1766/2021,B.1.1.7,2021-05-13,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-S21WGS1788/2021,P.1,2021-05-13,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS1722/2021,B.1.1.7,2021-05-10,True,True,True,True,True,True,False,True,True
hCoV-19/USA/IL-S21WGS1724/2021,B.1.1.7,2021-05-10,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-S21WGS1725/2021,B.1.1.7,2021-05-10,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-S21WGS1727/2021,P.1,2021-05-10,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS1728/2021,B.1.526,2021-05-12,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS1730/2021,P.1,2021-05-10,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS1732/2021,P.1,2021-05-10,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS1733/2021,B.1.1.7,2021-05-10,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-S21WGS1734/2021,B.1.1.7,2021-05-10,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-S21WGS1735/2021,P.1,2021-05-10,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-S21WGS1737/2021,P.1,2021-05-10,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-ASC210063142/2021,B.1.1.7,2021-05-13,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-ASC210063146/2021,B.1.1.7,2021-05-13,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-ASC210063225/2021,B.1.1.7,2021-05-13,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-ASC210063473/2021,B.1.1.7,2021-05-14,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-2-4369107/2021,P.1,2021-05-03,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-2-4368930/2021,B.1.1.7,2021-05-04,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-2-4369002/2021,P.1,2021-05-03,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-2-4368931/2021,P.1,2021-05-03,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-2-4369001/2021,P.1,2021-05-03,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-2-4369010/2021,B.1.1.7,2021-05-03,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-2-4369011/2021,B.1.1.7,2021-05-04,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-2-4369108/2021,B.1.1.7,2021-05-03,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-2-4369119/2021,B.1.1.7,2021-05-02,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-2-4369038/2021,P.1,2021-05-03,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-2-4369026/2021,P.1,2021-05-03,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-2-4369050/2021,P.1,2021-05-03,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-2-4368950/2021,B.1.1.7,2021-05-01,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-2-4369049/2021,P.1,2021-05-03,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX24633039/2021,P.1,2021-05-04,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX24633034/2021,P.1,2021-05-04,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX24633021/2021,P.1,2021-05-04,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX24633026/2021,P.1,2021-05-04,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX24603902/2021,B.1.1.7,2021-05-03,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-QDX24603836/2021,B.1.1.7,2021-05-03,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-QDX24603826/2021,B.1.1.7,2021-05-03,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-QDX24603827/2021,B.1.1.7,2021-05-03,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-QDX24603808/2021,B.1.1.7,2021-05-03,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-QDX24603804/2021,B.1.1.7,2021-05-03,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-QDX24603803/2021,B.1.1.7,2021-05-03,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-QDX24603853/2021,B.1.1.7,2021-05-03,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-QDX24603821/2021,B.1.1.7,2021-05-03,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-QDX24603810/2021,B.1.1.7,2021-05-03,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-QDX24603806/2021,B.1.526,2021-05-03,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-STM-000069291/2021,B.1.1.7,2021-05-04,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-STM-000069304/2021,P.1,2021-05-04,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-STM-000068346/2021,B.1.1.7,2021-05-02,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-STM-000068530/2021,P.1,2021-05-02,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-STM-000068737/2021,None,2021-05-04,True,False,False,False,False,False,False,False,True
hCoV-19/USA/IL-CDC-STM-000068761/2021,B.1.1.7,2021-05-04,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-STM-000068731/2021,P.1,2021-05-04,True,True,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-STM-000068747/2021,B.1.617.2,2021-05-04,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-STM-000068833/2021,B.1.1.7,2021-05-05,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-STM-000068866/2021,B.1.1.7,2021-05-02,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-STM-000067902/2021,B.1.617.2,2021-05-03,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-STM-000067974/2021,B.1.1.7,2021-05-01,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-STM-000067991/2021,B.1.1.7,2021-05-01,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-STM-000068020/2021,B.1.1.7,2021-05-03,True,True,True,True,True,True,False,True,True
hCoV-19/USA/IL-CDC-QDX24603783/2021,B.1.1.7,2021-05-03,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-QDX24603857/2021,B.1.1.7,2021-05-03,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-QDX24603784/2021,B.1.526,2021-05-04,True,False,False,False,False,False,False,False,False
hCoV-19/USA/IL-CDC-QDX24603785/2021,B.1.1.7,2021-05-04,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-QDX24603755/2021,B.1.1.7,2021-05-04,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-QDX24603915/2021,B.1.1.7,2021-05-03,True,True,True,True,True,True,True,True,True
hCoV-19/USA/IL-CDC-QDX24603787/2021,B.1.1.7,2021-05-04,True,True,True,True,True,True,True,True,True
